We infer the transformation rule from the facts by bounded rule-based trial.
I will put my final answer inside \boxed{}.

remap (index 2 is the operator):
fact0 []}*\(] = [\(]}]: AB * CD = CDAB  (r.len=4, sym=['A', 'B', 'C', 'D'], |sym|=4)
fact1 [']+''] = [}&]: EA + EE = BF  (r.len=2, sym=['A', 'B', 'E', 'F'], |sym|=4)
fact2 [[\*]]] = []][\]: GC * AA = AAGC  (r.len=4, sym=['A', 'C', 'G'], |sym|=3)
  R2370: concat(26,47) = 2647 -> D=6,C=2,A=4,B=7
  R2371: concat(28,47) = 2847 -> D=8,C=2,A=4,B=7
  R2372: concat(29,47) = 2947 -> D=9,C=2,A=4,B=7
  R2373: concat(30,47) = 3047 -> D=0,C=3,A=4,B=7
  R2374: concat(31,47) = 3147 -> D=1,C=3,A=4,B=7
  R2375: concat(32,47) = 3247 -> D=2,C=3,A=4,B=7
  R2376: concat(35,47) = 3547 -> D=5,C=3,A=4,B=7
  R2377: concat(36,47) = 3647 -> D=6,C=3,A=4,B=7
  R2378: concat(38,47) = 3847 -> D=8,C=3,A=4,B=7
  R2379: concat(39,47) = 3947 -> D=9,C=3,A=4,B=7
  R2380: concat(50,47) = 5047 -> D=0,C=5,A=4,B=7
  R2381: concat(51,47) = 5147 -> D=1,C=5,A=4,B=7
  R2382: concat(52,47) = 5247 -> D=2,C=5,A=4,B=7
  R2383: concat(53,47) = 5347 -> D=3,C=5,A=4,B=7
  R2384: concat(56,47) = 5647 -> D=6,C=5,A=4,B=7
  R2385: concat(58,47) = 5847 -> D=8,C=5,A=4,B=7
  R2386: concat(59,47) = 5947 -> D=9,C=5,A=4,B=7
  R2387: concat(60,47) = 6047 -> D=0,C=6,A=4,B=7
  R2388: concat(61,47) = 6147 -> D=1,C=6,A=4,B=7
  R2389: concat(62,47) = 6247 -> D=2,C=6,A=4,B=7
  R2390: concat(63,47) = 6347 -> D=3,C=6,A=4,B=7
  R2391: concat(65,47) = 6547 -> D=5,C=6,A=4,B=7
  R2392: concat(68,47) = 6847 -> D=8,C=6,A=4,B=7
  R2393: concat(69,47) = 6947 -> D=9,C=6,A=4,B=7
  R2394: concat(80,47) = 8047 -> D=0,C=8,A=4,B=7
  R2395: concat(81,47) = 8147 -> D=1,C=8,A=4,B=7
  R2396: concat(82,47) = 8247 -> D=2,C=8,A=4,B=7
  R2397: concat(83,47) = 8347 -> D=3,C=8,A=4,B=7
  R2398: concat(85,47) = 8547 -> D=5,C=8,A=4,B=7
  R2399: concat(86,47) = 8647 -> D=6,C=8,A=4,B=7
  R2400: concat(89,47) = 8947 -> D=9,C=8,A=4,B=7
  R2401: concat(90,47) = 9047 -> D=0,C=9,A=4,B=7
  R2402: concat(91,47) = 9147 -> D=1,C=9,A=4,B=7
  R2403: concat(92,47) = 9247 -> D=2,C=9,A=4,B=7
  R2404: concat(93,47) = 9347 -> D=3,C=9,A=4,B=7
  R2405: concat(95,47) = 9547 -> D=5,C=9,A=4,B=7
  R2406: concat(96,47) = 9647 -> D=6,C=9,A=4,B=7
  R2407: concat(98,47) = 9847 -> D=8,C=9,A=4,B=7
  R2408: concat(01,48) = 0148 -> D=1,C=0,A=4,B=8
  R2409: concat(02,48) = 0248 -> D=2,C=0,A=4,B=8
  R2410: concat(03,48) = 0348 -> D=3,C=0,A=4,B=8
  R2411: concat(05,48) = 0548 -> D=5,C=0,A=4,B=8
  R2412: concat(06,48) = 0648 -> D=6,C=0,A=4,B=8
  R2413: concat(07,48) = 0748 -> D=7,C=0,A=4,B=8
  R2414: concat(09,48) = 0948 -> D=9,C=0,A=4,B=8
  R2415: concat(10,48) = 1048 -> D=0,C=1,A=4,B=8
  R2416: concat(12,48) = 1248 -> D=2,C=1,A=4,B=8
  R2417: concat(13,48) = 1348 -> D=3,C=1,A=4,B=8
  R2418: concat(15,48) = 1548 -> D=5,C=1,A=4,B=8
  R2419: concat(16,48) = 1648 -> D=6,C=1,A=4,B=8
  R2420: concat(17,48) = 1748 -> D=7,C=1,A=4,B=8
  R2421: concat(19,48) = 1948 -> D=9,C=1,A=4,B=8
  R2422: concat(20,48) = 2048 -> D=0,C=2,A=4,B=8
  R2423: concat(21,48) = 2148 -> D=1,C=2,A=4,B=8
  R2424: concat(23,48) = 2348 -> D=3,C=2,A=4,B=8
  R2425: concat(25,48) = 2548 -> D=5,C=2,A=4,B=8
  R2426: concat(26,48) = 2648 -> D=6,C=2,A=4,B=8
  R2427: concat(27,48) = 2748 -> D=7,C=2,A=4,B=8
  R2428: concat(29,48) = 2948 -> D=9,C=2,A=4,B=8
  R2429: concat(30,48) = 3048 -> D=0,C=3,A=4,B=8
  R2430: concat(31,48) = 3148 -> D=1,C=3,A=4,B=8
  R2431: concat(32,48) = 3248 -> D=2,C=3,A=4,B=8
  R2432: concat(35,48) = 3548 -> D=5,C=3,A=4,B=8
  R2433: concat(36,48) = 3648 -> D=6,C=3,A=4,B=8
  R2434: concat(37,48) = 3748 -> D=7,C=3,A=4,B=8
  R2435: concat(39,48) = 3948 -> D=9,C=3,A=4,B=8
  R2436: concat(50,48) = 5048 -> D=0,C=5,A=4,B=8
  R2437: concat(51,48) = 5148 -> D=1,C=5,A=4,B=8
  R2438: concat(52,48) = 5248 -> D=2,C=5,A=4,B=8
  R2439: concat(53,48) = 5348 -> D=3,C=5,A=4,B=8
  R2440: concat(56,48) = 5648 -> D=6,C=5,A=4,B=8
  R2441: concat(57,48) = 5748 -> D=7,C=5,A=4,B=8
  R2442: concat(59,48) = 5948 -> D=9,C=5,A=4,B=8
  R2443: concat(60,48) = 6048 -> D=0,C=6,A=4,B=8
  R2444: concat(61,48) = 6148 -> D=1,C=6,A=4,B=8
  R2445: concat(62,48) = 6248 -> D=2,C=6,A=4,B=8
  R2446: concat(63,48) = 6348 -> D=3,C=6,A=4,B=8
  R2447: concat(65,48) = 6548 -> D=5,C=6,A=4,B=8
  R2448: concat(67,48) = 6748 -> D=7,C=6,A=4,B=8
  R2449: concat(69,48) = 6948 -> D=9,C=6,A=4,B=8
  R2450: concat(70,48) = 7048 -> D=0,C=7,A=4,B=8
  R2451: concat(71,48) = 7148 -> D=1,C=7,A=4,B=8
  R2452: concat(72,48) = 7248 -> D=2,C=7,A=4,B=8
  R2453: concat(73,48) = 7348 -> D=3,C=7,A=4,B=8
  R2454: concat(75,48) = 7548 -> D=5,C=7,A=4,B=8
  R2455: concat(76,48) = 7648 -> D=6,C=7,A=4,B=8
  R2456: concat(79,48) = 7948 -> D=9,C=7,A=4,B=8
  R2457: concat(90,48) = 9048 -> D=0,C=9,A=4,B=8
  R2458: concat(91,48) = 9148 -> D=1,C=9,A=4,B=8
  R2459: concat(92,48) = 9248 -> D=2,C=9,A=4,B=8
  R2460: concat(93,48) = 9348 -> D=3,C=9,A=4,B=8
  R2461: concat(95,48) = 9548 -> D=5,C=9,A=4,B=8
  R2462: concat(96,48) = 9648 -> D=6,C=9,A=4,B=8
  R2463: concat(97,48) = 9748 -> D=7,C=9,A=4,B=8
  R2464: concat(01,49) = 0149 -> D=1,C=0,A=4,B=9
  R2465: concat(02,49) = 0249 -> D=2,C=0,A=4,B=9
  R2466: concat(03,49) = 0349 -> D=3,C=0,A=4,B=9
  R2467: concat(05,49) = 0549 -> D=5,C=0,A=4,B=9
  R2468: concat(06,49) = 0649 -> D=6,C=0,A=4,B=9
  R2469: concat(07,49) = 0749 -> D=7,C=0,A=4,B=9
  R2470: concat(08,49) = 0849 -> D=8,C=0,A=4,B=9
  R2471: concat(10,49) = 1049 -> D=0,C=1,A=4,B=9
  R2472: concat(12,49) = 1249 -> D=2,C=1,A=4,B=9
  R2473: concat(13,49) = 1349 -> D=3,C=1,A=4,B=9
  R2474: concat(15,49) = 1549 -> D=5,C=1,A=4,B=9
  R2475: concat(16,49) = 1649 -> D=6,C=1,A=4,B=9
  R2476: concat(17,49) = 1749 -> D=7,C=1,A=4,B=9
  R2477: concat(18,49) = 1849 -> D=8,C=1,A=4,B=9
  R2478: concat(20,49) = 2049 -> D=0,C=2,A=4,B=9
  R2479: concat(21,49) = 2149 -> D=1,C=2,A=4,B=9
  R2480: concat(23,49) = 2349 -> D=3,C=2,A=4,B=9
  R2481: concat(25,49) = 2549 -> D=5,C=2,A=4,B=9
  R2482: concat(26,49) = 2649 -> D=6,C=2,A=4,B=9
  R2483: concat(27,49) = 2749 -> D=7,C=2,A=4,B=9
  R2484: concat(28,49) = 2849 -> D=8,C=2,A=4,B=9
  R2485: concat(30,49) = 3049 -> D=0,C=3,A=4,B=9
  R2486: concat(31,49) = 3149 -> D=1,C=3,A=4,B=9
  R2487: concat(32,49) = 3249 -> D=2,C=3,A=4,B=9
  R2488: concat(35,49) = 3549 -> D=5,C=3,A=4,B=9
  R2489: concat(36,49) = 3649 -> D=6,C=3,A=4,B=9
  R2490: concat(37,49) = 3749 -> D=7,C=3,A=4,B=9
  R2491: concat(38,49) = 3849 -> D=8,C=3,A=4,B=9
  R2492: concat(50,49) = 5049 -> D=0,C=5,A=4,B=9
  R2493: concat(51,49) = 5149 -> D=1,C=5,A=4,B=9
  R2494: concat(52,49) = 5249 -> D=2,C=5,A=4,B=9
  R2495: concat(53,49) = 5349 -> D=3,C=5,A=4,B=9
  R2496: concat(56,49) = 5649 -> D=6,C=5,A=4,B=9
  R2497: concat(57,49) = 5749 -> D=7,C=5,A=4,B=9
  R2498: concat(58,49) = 5849 -> D=8,C=5,A=4,B=9
  R2499: concat(60,49) = 6049 -> D=0,C=6,A=4,B=9
  R2500: concat(61,49) = 6149 -> D=1,C=6,A=4,B=9
  R2501: concat(62,49) = 6249 -> D=2,C=6,A=4,B=9
  R2502: concat(63,49) = 6349 -> D=3,C=6,A=4,B=9
  R2503: concat(65,49) = 6549 -> D=5,C=6,A=4,B=9
  R2504: concat(67,49) = 6749 -> D=7,C=6,A=4,B=9
  R2505: concat(68,49) = 6849 -> D=8,C=6,A=4,B=9
  R2506: concat(70,49) = 7049 -> D=0,C=7,A=4,B=9
  R2507: concat(71,49) = 7149 -> D=1,C=7,A=4,B=9
  R2508: concat(72,49) = 7249 -> D=2,C=7,A=4,B=9
  R2509: concat(73,49) = 7349 -> D=3,C=7,A=4,B=9
  R2510: concat(75,49) = 7549 -> D=5,C=7,A=4,B=9
  R2511: concat(76,49) = 7649 -> D=6,C=7,A=4,B=9
  R2512: concat(78,49) = 7849 -> D=8,C=7,A=4,B=9
  R2513: concat(80,49) = 8049 -> D=0,C=8,A=4,B=9
  R2514: concat(81,49) = 8149 -> D=1,C=8,A=4,B=9
  R2515: concat(82,49) = 8249 -> D=2,C=8,A=4,B=9
  R2516: concat(83,49) = 8349 -> D=3,C=8,A=4,B=9
  R2517: concat(85,49) = 8549 -> D=5,C=8,A=4,B=9
  R2518: concat(86,49) = 8649 -> D=6,C=8,A=4,B=9
  R2519: concat(87,49) = 8749 -> D=7,C=8,A=4,B=9
  R2520: concat(12,50) = 1250 -> D=2,C=1,A=5,B=0
  R2521: concat(13,50) = 1350 -> D=3,C=1,A=5,B=0
  R2522: concat(14,50) = 1450 -> D=4,C=1,A=5,B=0
  R2523: concat(16,50) = 1650 -> D=6,C=1,A=5,B=0
  R2524: concat(17,50) = 1750 -> D=7,C=1,A=5,B=0
  R2525: concat(18,50) = 1850 -> D=8,C=1,A=5,B=0
  R2526: concat(19,50) = 1950 -> D=9,C=1,A=5,B=0
  R2527: concat(21,50) = 2150 -> D=1,C=2,A=5,B=0
  R2528: concat(23,50) = 2350 -> D=3,C=2,A=5,B=0
  R2529: concat(24,50) = 2450 -> D=4,C=2,A=5,B=0
  R2530: concat(26,50) = 2650 -> D=6,C=2,A=5,B=0
  R2531: concat(27,50) = 2750 -> D=7,C=2,A=5,B=0
  R2532: concat(28,50) = 2850 -> D=8,C=2,A=5,B=0
  R2533: concat(29,50) = 2950 -> D=9,C=2,A=5,B=0
  R2534: concat(31,50) = 3150 -> D=1,C=3,A=5,B=0
  R2535: concat(32,50) = 3250 -> D=2,C=3,A=5,B=0
  R2536: concat(34,50) = 3450 -> D=4,C=3,A=5,B=0
  R2537: concat(36,50) = 3650 -> D=6,C=3,A=5,B=0
  R2538: concat(37,50) = 3750 -> D=7,C=3,A=5,B=0
  R2539: concat(38,50) = 3850 -> D=8,C=3,A=5,B=0
  R2540: concat(39,50) = 3950 -> D=9,C=3,A=5,B=0
  R2541: concat(41,50) = 4150 -> D=1,C=4,A=5,B=0
  R2542: concat(42,50) = 4250 -> D=2,C=4,A=5,B=0
  R2543: concat(43,50) = 4350 -> D=3,C=4,A=5,B=0
  R2544: concat(46,50) = 4650 -> D=6,C=4,A=5,B=0
  R2545: concat(47,50) = 4750 -> D=7,C=4,A=5,B=0
  R2546: concat(48,50) = 4850 -> D=8,C=4,A=5,B=0
  R2547: concat(49,50) = 4950 -> D=9,C=4,A=5,B=0
  R2548: concat(61,50) = 6150 -> D=1,C=6,A=5,B=0
  R2549: concat(62,50) = 6250 -> D=2,C=6,A=5,B=0
  R2550: concat(63,50) = 6350 -> D=3,C=6,A=5,B=0
  R2551: concat(64,50) = 6450 -> D=4,C=6,A=5,B=0
  R2552: concat(67,50) = 6750 -> D=7,C=6,A=5,B=0
  R2553: concat(68,50) = 6850 -> D=8,C=6,A=5,B=0
  R2554: concat(69,50) = 6950 -> D=9,C=6,A=5,B=0
  R2555: concat(71,50) = 7150 -> D=1,C=7,A=5,B=0
  R2556: concat(72,50) = 7250 -> D=2,C=7,A=5,B=0
  R2557: concat(73,50) = 7350 -> D=3,C=7,A=5,B=0
  R2558: concat(74,50) = 7450 -> D=4,C=7,A=5,B=0
  R2559: concat(76,50) = 7650 -> D=6,C=7,A=5,B=0
  R2560: concat(78,50) = 7850 -> D=8,C=7,A=5,B=0
  R2561: concat(79,50) = 7950 -> D=9,C=7,A=5,B=0
  R2562: concat(81,50) = 8150 -> D=1,C=8,A=5,B=0
  R2563: concat(82,50) = 8250 -> D=2,C=8,A=5,B=0
  R2564: concat(83,50) = 8350 -> D=3,C=8,A=5,B=0
  R2565: concat(84,50) = 8450 -> D=4,C=8,A=5,B=0
  R2566: concat(86,50) = 8650 -> D=6,C=8,A=5,B=0
  R2567: concat(87,50) = 8750 -> D=7,C=8,A=5,B=0
  R2568: concat(89,50) = 8950 -> D=9,C=8,A=5,B=0
  R2569: concat(91,50) = 9150 -> D=1,C=9,A=5,B=0
  R2570: concat(92,50) = 9250 -> D=2,C=9,A=5,B=0
  R2571: concat(93,50) = 9350 -> D=3,C=9,A=5,B=0
  R2572: concat(94,50) = 9450 -> D=4,C=9,A=5,B=0
  R2573: concat(96,50) = 9650 -> D=6,C=9,A=5,B=0
  R2574: concat(97,50) = 9750 -> D=7,C=9,A=5,B=0
  R2575: concat(98,50) = 9850 -> D=8,C=9,A=5,B=0
  R2576: concat(02,51) = 0251 -> D=2,C=0,A=5,B=1
  R2577: concat(03,51) = 0351 -> D=3,C=0,A=5,B=1
  R2578: concat(04,51) = 0451 -> D=4,C=0,A=5,B=1
  R2579: concat(06,51) = 0651 -> D=6,C=0,A=5,B=1
  R2580: concat(07,51) = 0751 -> D=7,C=0,A=5,B=1
  R2581: concat(08,51) = 0851 -> D=8,C=0,A=5,B=1
  R2582: concat(09,51) = 0951 -> D=9,C=0,A=5,B=1
  R2583: concat(20,51) = 2051 -> D=0,C=2,A=5,B=1
  R2584: concat(23,51) = 2351 -> D=3,C=2,A=5,B=1
  R2585: concat(24,51) = 2451 -> D=4,C=2,A=5,B=1
  R2586: concat(26,51) = 2651 -> D=6,C=2,A=5,B=1
  R2587: concat(27,51) = 2751 -> D=7,C=2,A=5,B=1
  R2588: concat(28,51) = 2851 -> D=8,C=2,A=5,B=1
  R2589: concat(29,51) = 2951 -> D=9,C=2,A=5,B=1
  R2590: concat(30,51) = 3051 -> D=0,C=3,A=5,B=1
  R2591: concat(32,51) = 3251 -> D=2,C=3,A=5,B=1
  R2592: concat(34,51) = 3451 -> D=4,C=3,A=5,B=1
  R2593: concat(36,51) = 3651 -> D=6,C=3,A=5,B=1
  R2594: concat(37,51) = 3751 -> D=7,C=3,A=5,B=1
  R2595: concat(38,51) = 3851 -> D=8,C=3,A=5,B=1
  R2596: concat(39,51) = 3951 -> D=9,C=3,A=5,B=1
  R2597: concat(40,51) = 4051 -> D=0,C=4,A=5,B=1
  R2598: concat(42,51) = 4251 -> D=2,C=4,A=5,B=1
  R2599: concat(43,51) = 4351 -> D=3,C=4,A=5,B=1
  R2600: concat(46,51) = 4651 -> D=6,C=4,A=5,B=1
  R2601: concat(47,51) = 4751 -> D=7,C=4,A=5,B=1
  R2602: concat(48,51) = 4851 -> D=8,C=4,A=5,B=1
  R2603: concat(49,51) = 4951 -> D=9,C=4,A=5,B=1
  R2604: concat(60,51) = 6051 -> D=0,C=6,A=5,B=1
  R2605: concat(62,51) = 6251 -> D=2,C=6,A=5,B=1
  R2606: concat(63,51) = 6351 -> D=3,C=6,A=5,B=1
  R2607: concat(64,51) = 6451 -> D=4,C=6,A=5,B=1
  R2608: concat(67,51) = 6751 -> D=7,C=6,A=5,B=1
  R2609: concat(68,51) = 6851 -> D=8,C=6,A=5,B=1
  R2610: concat(69,51) = 6951 -> D=9,C=6,A=5,B=1
  R2611: concat(70,51) = 7051 -> D=0,C=7,A=5,B=1
  R2612: concat(72,51) = 7251 -> D=2,C=7,A=5,B=1
  R2613: concat(73,51) = 7351 -> D=3,C=7,A=5,B=1
  R2614: concat(74,51) = 7451 -> D=4,C=7,A=5,B=1
  R2615: concat(76,51) = 7651 -> D=6,C=7,A=5,B=1
  R2616: concat(78,51) = 7851 -> D=8,C=7,A=5,B=1
  R2617: concat(79,51) = 7951 -> D=9,C=7,A=5,B=1
  R2618: concat(80,51) = 8051 -> D=0,C=8,A=5,B=1
  R2619: concat(82,51) = 8251 -> D=2,C=8,A=5,B=1
  R2620: concat(83,51) = 8351 -> D=3,C=8,A=5,B=1
  R2621: concat(84,51) = 8451 -> D=4,C=8,A=5,B=1
  R2622: concat(86,51) = 8651 -> D=6,C=8,A=5,B=1
  R2623: concat(87,51) = 8751 -> D=7,C=8,A=5,B=1
  R2624: concat(89,51) = 8951 -> D=9,C=8,A=5,B=1
  R2625: concat(90,51) = 9051 -> D=0,C=9,A=5,B=1
  R2626: concat(92,51) = 9251 -> D=2,C=9,A=5,B=1
  R2627: concat(93,51) = 9351 -> D=3,C=9,A=5,B=1
  R2628: concat(94,51) = 9451 -> D=4,C=9,A=5,B=1
  R2629: concat(96,51) = 9651 -> D=6,C=9,A=5,B=1
  R2630: concat(97,51) = 9751 -> D=7,C=9,A=5,B=1
  R2631: concat(98,51) = 9851 -> D=8,C=9,A=5,B=1
  R2632: concat(01,52) = 0152 -> D=1,C=0,A=5,B=2
  R2633: concat(03,52) = 0352 -> D=3,C=0,A=5,B=2
  R2634: concat(04,52) = 0452 -> D=4,C=0,A=5,B=2
  R2635: concat(06,52) = 0652 -> D=6,C=0,A=5,B=2
  R2636: concat(07,52) = 0752 -> D=7,C=0,A=5,B=2
  R2637: concat(08,52) = 0852 -> D=8,C=0,A=5,B=2
  R2638: concat(09,52) = 0952 -> D=9,C=0,A=5,B=2
  R2639: concat(10,52) = 1052 -> D=0,C=1,A=5,B=2
  R2640: concat(13,52) = 1352 -> D=3,C=1,A=5,B=2
  R2641: concat(14,52) = 1452 -> D=4,C=1,A=5,B=2
  R2642: concat(16,52) = 1652 -> D=6,C=1,A=5,B=2
  R2643: concat(17,52) = 1752 -> D=7,C=1,A=5,B=2
  R2644: concat(18,52) = 1852 -> D=8,C=1,A=5,B=2
  R2645: concat(19,52) = 1952 -> D=9,C=1,A=5,B=2
  R2646: concat(30,52) = 3052 -> D=0,C=3,A=5,B=2
  R2647: concat(31,52) = 3152 -> D=1,C=3,A=5,B=2
  R2648: concat(34,52) = 3452 -> D=4,C=3,A=5,B=2
  R2649: concat(36,52) = 3652 -> D=6,C=3,A=5,B=2
  R2650: concat(37,52) = 3752 -> D=7,C=3,A=5,B=2
  R2651: concat(38,52) = 3852 -> D=8,C=3,A=5,B=2
  R2652: concat(39,52) = 3952 -> D=9,C=3,A=5,B=2
  R2653: concat(40,52) = 4052 -> D=0,C=4,A=5,B=2
  R2654: concat(41,52) = 4152 -> D=1,C=4,A=5,B=2
  R2655: concat(43,52) = 4352 -> D=3,C=4,A=5,B=2
  R2656: concat(46,52) = 4652 -> D=6,C=4,A=5,B=2
  R2657: concat(47,52) = 4752 -> D=7,C=4,A=5,B=2
  R2658: concat(48,52) = 4852 -> D=8,C=4,A=5,B=2
  R2659: concat(49,52) = 4952 -> D=9,C=4,A=5,B=2
  R2660: concat(60,52) = 6052 -> D=0,C=6,A=5,B=2
  R2661: concat(61,52) = 6152 -> D=1,C=6,A=5,B=2
  R2662: concat(63,52) = 6352 -> D=3,C=6,A=5,B=2
  R2663: concat(64,52) = 6452 -> D=4,C=6,A=5,B=2
  R2664: concat(67,52) = 6752 -> D=7,C=6,A=5,B=2
  R2665: concat(68,52) = 6852 -> D=8,C=6,A=5,B=2
  R2666: concat(69,52) = 6952 -> D=9,C=6,A=5,B=2
  R2667: concat(70,52) = 7052 -> D=0,C=7,A=5,B=2
  R2668: concat(71,52) = 7152 -> D=1,C=7,A=5,B=2
  R2669: concat(73,52) = 7352 -> D=3,C=7,A=5,B=2
  R2670: concat(74,52) = 7452 -> D=4,C=7,A=5,B=2
  R2671: concat(76,52) = 7652 -> D=6,C=7,A=5,B=2
  R2672: concat(78,52) = 7852 -> D=8,C=7,A=5,B=2
  R2673: concat(79,52) = 7952 -> D=9,C=7,A=5,B=2
  R2674: concat(80,52) = 8052 -> D=0,C=8,A=5,B=2
  R2675: concat(81,52) = 8152 -> D=1,C=8,A=5,B=2
  R2676: concat(83,52) = 8352 -> D=3,C=8,A=5,B=2
  R2677: concat(84,52) = 8452 -> D=4,C=8,A=5,B=2
  R2678: concat(86,52) = 8652 -> D=6,C=8,A=5,B=2
  R2679: concat(87,52) = 8752 -> D=7,C=8,A=5,B=2
  R2680: concat(89,52) = 8952 -> D=9,C=8,A=5,B=2
  R2681: concat(90,52) = 9052 -> D=0,C=9,A=5,B=2
  R2682: concat(91,52) = 9152 -> D=1,C=9,A=5,B=2
  R2683: concat(93,52) = 9352 -> D=3,C=9,A=5,B=2
  R2684: concat(94,52) = 9452 -> D=4,C=9,A=5,B=2
  R2685: concat(96,52) = 9652 -> D=6,C=9,A=5,B=2
  R2686: concat(97,52) = 9752 -> D=7,C=9,A=5,B=2
  R2687: concat(98,52) = 9852 -> D=8,C=9,A=5,B=2
  R2688: concat(01,53) = 0153 -> D=1,C=0,A=5,B=3
  R2689: concat(02,53) = 0253 -> D=2,C=0,A=5,B=3
  R2690: concat(04,53) = 0453 -> D=4,C=0,A=5,B=3
  R2691: concat(06,53) = 0653 -> D=6,C=0,A=5,B=3
  R2692: concat(07,53) = 0753 -> D=7,C=0,A=5,B=3
  R2693: concat(08,53) = 0853 -> D=8,C=0,A=5,B=3
  R2694: concat(09,53) = 0953 -> D=9,C=0,A=5,B=3
  R2695: concat(10,53) = 1053 -> D=0,C=1,A=5,B=3
  R2696: concat(12,53) = 1253 -> D=2,C=1,A=5,B=3
  R2697: concat(14,53) = 1453 -> D=4,C=1,A=5,B=3
  R2698: concat(16,53) = 1653 -> D=6,C=1,A=5,B=3
  R2699: concat(17,53) = 1753 -> D=7,C=1,A=5,B=3
  R2700: concat(18,53) = 1853 -> D=8,C=1,A=5,B=3
  R2701: concat(19,53) = 1953 -> D=9,C=1,A=5,B=3
  R2702: concat(20,53) = 2053 -> D=0,C=2,A=5,B=3
  R2703: concat(21,53) = 2153 -> D=1,C=2,A=5,B=3
  R2704: concat(24,53) = 2453 -> D=4,C=2,A=5,B=3
  R2705: concat(26,53) = 2653 -> D=6,C=2,A=5,B=3
  R2706: concat(27,53) = 2753 -> D=7,C=2,A=5,B=3
  R2707: concat(28,53) = 2853 -> D=8,C=2,A=5,B=3
  R2708: concat(29,53) = 2953 -> D=9,C=2,A=5,B=3
  R2709: concat(40,53) = 4053 -> D=0,C=4,A=5,B=3
  R2710: concat(41,53) = 4153 -> D=1,C=4,A=5,B=3
  R2711: concat(42,53) = 4253 -> D=2,C=4,A=5,B=3
  R2712: concat(46,53) = 4653 -> D=6,C=4,A=5,B=3
  R2713: concat(47,53) = 4753 -> D=7,C=4,A=5,B=3
  R2714: concat(48,53) = 4853 -> D=8,C=4,A=5,B=3
  R2715: concat(49,53) = 4953 -> D=9,C=4,A=5,B=3
  R2716: concat(60,53) = 6053 -> D=0,C=6,A=5,B=3
  R2717: concat(61,53) = 6153 -> D=1,C=6,A=5,B=3
  R2718: concat(62,53) = 6253 -> D=2,C=6,A=5,B=3
  R2719: concat(64,53) = 6453 -> D=4,C=6,A=5,B=3
  R2720: concat(67,53) = 6753 -> D=7,C=6,A=5,B=3
  R2721: concat(68,53) = 6853 -> D=8,C=6,A=5,B=3
  R2722: concat(69,53) = 6953 -> D=9,C=6,A=5,B=3
  R2723: concat(70,53) = 7053 -> D=0,C=7,A=5,B=3
  R2724: concat(71,53) = 7153 -> D=1,C=7,A=5,B=3
  R2725: concat(72,53) = 7253 -> D=2,C=7,A=5,B=3
  R2726: concat(74,53) = 7453 -> D=4,C=7,A=5,B=3
  R2727: concat(76,53) = 7653 -> D=6,C=7,A=5,B=3
  R2728: concat(78,53) = 7853 -> D=8,C=7,A=5,B=3
  R2729: concat(79,53) = 7953 -> D=9,C=7,A=5,B=3
  R2730: concat(80,53) = 8053 -> D=0,C=8,A=5,B=3
  R2731: concat(81,53) = 8153 -> D=1,C=8,A=5,B=3
  R2732: concat(82,53) = 8253 -> D=2,C=8,A=5,B=3
  R2733: concat(84,53) = 8453 -> D=4,C=8,A=5,B=3
  R2734: concat(86,53) = 8653 -> D=6,C=8,A=5,B=3
  R2735: concat(87,53) = 8753 -> D=7,C=8,A=5,B=3
  R2736: concat(89,53) = 8953 -> D=9,C=8,A=5,B=3
  R2737: concat(90,53) = 9053 -> D=0,C=9,A=5,B=3
  R2738: concat(91,53) = 9153 -> D=1,C=9,A=5,B=3
  R2739: concat(92,53) = 9253 -> D=2,C=9,A=5,B=3
  R2740: concat(94,53) = 9453 -> D=4,C=9,A=5,B=3
  R2741: concat(96,53) = 9653 -> D=6,C=9,A=5,B=3
  R2742: concat(97,53) = 9753 -> D=7,C=9,A=5,B=3
  R2743: concat(98,53) = 9853 -> D=8,C=9,A=5,B=3
  R2744: concat(01,54) = 0154 -> D=1,C=0,A=5,B=4
  R2745: concat(02,54) = 0254 -> D=2,C=0,A=5,B=4
  R2746: concat(03,54) = 0354 -> D=3,C=0,A=5,B=4
  R2747: concat(06,54) = 0654 -> D=6,C=0,A=5,B=4
  R2748: concat(07,54) = 0754 -> D=7,C=0,A=5,B=4
  R2749: concat(08,54) = 0854 -> D=8,C=0,A=5,B=4
  R2750: concat(09,54) = 0954 -> D=9,C=0,A=5,B=4
  R2751: concat(10,54) = 1054 -> D=0,C=1,A=5,B=4
  R2752: concat(12,54) = 1254 -> D=2,C=1,A=5,B=4
  R2753: concat(13,54) = 1354 -> D=3,C=1,A=5,B=4
  R2754: concat(16,54) = 1654 -> D=6,C=1,A=5,B=4
  R2755: concat(17,54) = 1754 -> D=7,C=1,A=5,B=4
  R2756: concat(18,54) = 1854 -> D=8,C=1,A=5,B=4
  R2757: concat(19,54) = 1954 -> D=9,C=1,A=5,B=4
  R2758: concat(20,54) = 2054 -> D=0,C=2,A=5,B=4
  R2759: concat(21,54) = 2154 -> D=1,C=2,A=5,B=4
  R2760: concat(23,54) = 2354 -> D=3,C=2,A=5,B=4
  R2761: concat(26,54) = 2654 -> D=6,C=2,A=5,B=4
  R2762: concat(27,54) = 2754 -> D=7,C=2,A=5,B=4
