We infer the transformation rule from the facts by bounded rule-based trial.
I will put my final answer inside \boxed{}.

remap (index 2 is the operator):
fact0 [>`+'&] = [`{/]: AB + CD = BEF  (r.len=3, sym=['A', 'B', 'C', 'D', 'E', 'F'], |sym|=6)
fact1 [`{-':] = [->>]: BE - CG = -AA  (r.len=2 neg, sym=['A', 'B', 'C', 'E', 'G'], |sym|=5)
fact2 [/^-/^] = [:]: FH - FH = G  (r.len=1, sym=['F', 'G', 'H'], |sym|=3)
  R2366: concat(47,20) = 4720 -> J=2,C=0,G=7,A=4
  R2367: concat(47,21) = 4721 -> J=2,C=1,G=7,A=4
  R2368: concat(47,23) = 4723 -> J=2,C=3,G=7,A=4
  R2369: concat(47,25) = 4725 -> J=2,C=5,G=7,A=4
  R2370: concat(47,26) = 4726 -> J=2,C=6,G=7,A=4
  R2371: concat(47,28) = 4728 -> J=2,C=8,G=7,A=4
  R2372: concat(47,29) = 4729 -> J=2,C=9,G=7,A=4
  R2373: concat(47,30) = 4730 -> J=3,C=0,G=7,A=4
  R2374: concat(47,31) = 4731 -> J=3,C=1,G=7,A=4
  R2375: concat(47,32) = 4732 -> J=3,C=2,G=7,A=4
  R2376: concat(47,35) = 4735 -> J=3,C=5,G=7,A=4
  R2377: concat(47,36) = 4736 -> J=3,C=6,G=7,A=4
  R2378: concat(47,38) = 4738 -> J=3,C=8,G=7,A=4
  R2379: concat(47,39) = 4739 -> J=3,C=9,G=7,A=4
  R2380: concat(47,50) = 4750 -> J=5,C=0,G=7,A=4
  R2381: concat(47,51) = 4751 -> J=5,C=1,G=7,A=4
  R2382: concat(47,52) = 4752 -> J=5,C=2,G=7,A=4
  R2383: concat(47,53) = 4753 -> J=5,C=3,G=7,A=4
  R2384: concat(47,56) = 4756 -> J=5,C=6,G=7,A=4
  R2385: concat(47,58) = 4758 -> J=5,C=8,G=7,A=4
  R2386: concat(47,59) = 4759 -> J=5,C=9,G=7,A=4
  R2387: concat(47,60) = 4760 -> J=6,C=0,G=7,A=4
  R2388: concat(47,61) = 4761 -> J=6,C=1,G=7,A=4
  R2389: concat(47,62) = 4762 -> J=6,C=2,G=7,A=4
  R2390: concat(47,63) = 4763 -> J=6,C=3,G=7,A=4
  R2391: concat(47,65) = 4765 -> J=6,C=5,G=7,A=4
  R2392: concat(47,68) = 4768 -> J=6,C=8,G=7,A=4
  R2393: concat(47,69) = 4769 -> J=6,C=9,G=7,A=4
  R2394: concat(47,80) = 4780 -> J=8,C=0,G=7,A=4
  R2395: concat(47,81) = 4781 -> J=8,C=1,G=7,A=4
  R2396: concat(47,82) = 4782 -> J=8,C=2,G=7,A=4
  R2397: concat(47,83) = 4783 -> J=8,C=3,G=7,A=4
  R2398: concat(47,85) = 4785 -> J=8,C=5,G=7,A=4
  R2399: concat(47,86) = 4786 -> J=8,C=6,G=7,A=4
  R2400: concat(47,89) = 4789 -> J=8,C=9,G=7,A=4
  R2401: concat(47,90) = 4790 -> J=9,C=0,G=7,A=4
  R2402: concat(47,91) = 4791 -> J=9,C=1,G=7,A=4
  R2403: concat(47,92) = 4792 -> J=9,C=2,G=7,A=4
  R2404: concat(47,93) = 4793 -> J=9,C=3,G=7,A=4
  R2405: concat(47,95) = 4795 -> J=9,C=5,G=7,A=4
  R2406: concat(47,96) = 4796 -> J=9,C=6,G=7,A=4
  R2407: concat(47,98) = 4798 -> J=9,C=8,G=7,A=4
  R2408: concat(48,01) = 4801 -> J=0,C=1,G=8,A=4
  R2409: concat(48,02) = 4802 -> J=0,C=2,G=8,A=4
  R2410: concat(48,03) = 4803 -> J=0,C=3,G=8,A=4
  R2411: concat(48,05) = 4805 -> J=0,C=5,G=8,A=4
  R2412: concat(48,06) = 4806 -> J=0,C=6,G=8,A=4
  R2413: concat(48,07) = 4807 -> J=0,C=7,G=8,A=4
  R2414: concat(48,09) = 4809 -> J=0,C=9,G=8,A=4
  R2415: concat(48,10) = 4810 -> J=1,C=0,G=8,A=4
  R2416: concat(48,12) = 4812 -> J=1,C=2,G=8,A=4
  R2417: concat(48,13) = 4813 -> J=1,C=3,G=8,A=4
  R2418: concat(48,15) = 4815 -> J=1,C=5,G=8,A=4
  R2419: concat(48,16) = 4816 -> J=1,C=6,G=8,A=4
  R2420: concat(48,17) = 4817 -> J=1,C=7,G=8,A=4
  R2421: concat(48,19) = 4819 -> J=1,C=9,G=8,A=4
  R2422: concat(48,20) = 4820 -> J=2,C=0,G=8,A=4
  R2423: concat(48,21) = 4821 -> J=2,C=1,G=8,A=4
  R2424: concat(48,23) = 4823 -> J=2,C=3,G=8,A=4
  R2425: concat(48,25) = 4825 -> J=2,C=5,G=8,A=4
  R2426: concat(48,26) = 4826 -> J=2,C=6,G=8,A=4
  R2427: concat(48,27) = 4827 -> J=2,C=7,G=8,A=4
  R2428: concat(48,29) = 4829 -> J=2,C=9,G=8,A=4
  R2429: concat(48,30) = 4830 -> J=3,C=0,G=8,A=4
  R2430: concat(48,31) = 4831 -> J=3,C=1,G=8,A=4
  R2431: concat(48,32) = 4832 -> J=3,C=2,G=8,A=4
  R2432: concat(48,35) = 4835 -> J=3,C=5,G=8,A=4
  R2433: concat(48,36) = 4836 -> J=3,C=6,G=8,A=4
  R2434: concat(48,37) = 4837 -> J=3,C=7,G=8,A=4
  R2435: concat(48,39) = 4839 -> J=3,C=9,G=8,A=4
  R2436: concat(48,50) = 4850 -> J=5,C=0,G=8,A=4
  R2437: concat(48,51) = 4851 -> J=5,C=1,G=8,A=4
  R2438: concat(48,52) = 4852 -> J=5,C=2,G=8,A=4
  R2439: concat(48,53) = 4853 -> J=5,C=3,G=8,A=4
  R2440: concat(48,56) = 4856 -> J=5,C=6,G=8,A=4
  R2441: concat(48,57) = 4857 -> J=5,C=7,G=8,A=4
  R2442: concat(48,59) = 4859 -> J=5,C=9,G=8,A=4
  R2443: concat(48,60) = 4860 -> J=6,C=0,G=8,A=4
  R2444: concat(48,61) = 4861 -> J=6,C=1,G=8,A=4
  R2445: concat(48,62) = 4862 -> J=6,C=2,G=8,A=4
  R2446: concat(48,63) = 4863 -> J=6,C=3,G=8,A=4
  R2447: concat(48,65) = 4865 -> J=6,C=5,G=8,A=4
  R2448: concat(48,67) = 4867 -> J=6,C=7,G=8,A=4
  R2449: concat(48,69) = 4869 -> J=6,C=9,G=8,A=4
  R2450: concat(48,70) = 4870 -> J=7,C=0,G=8,A=4
  R2451: concat(48,71) = 4871 -> J=7,C=1,G=8,A=4
  R2452: concat(48,72) = 4872 -> J=7,C=2,G=8,A=4
  R2453: concat(48,73) = 4873 -> J=7,C=3,G=8,A=4
  R2454: concat(48,75) = 4875 -> J=7,C=5,G=8,A=4
  R2455: concat(48,76) = 4876 -> J=7,C=6,G=8,A=4
  R2456: concat(48,79) = 4879 -> J=7,C=9,G=8,A=4
  R2457: concat(48,90) = 4890 -> J=9,C=0,G=8,A=4
  R2458: concat(48,91) = 4891 -> J=9,C=1,G=8,A=4
  R2459: concat(48,92) = 4892 -> J=9,C=2,G=8,A=4
  R2460: concat(48,93) = 4893 -> J=9,C=3,G=8,A=4
  R2461: concat(48,95) = 4895 -> J=9,C=5,G=8,A=4
  R2462: concat(48,96) = 4896 -> J=9,C=6,G=8,A=4
  R2463: concat(48,97) = 4897 -> J=9,C=7,G=8,A=4
  R2464: concat(49,01) = 4901 -> J=0,C=1,G=9,A=4
  R2465: concat(49,02) = 4902 -> J=0,C=2,G=9,A=4
  R2466: concat(49,03) = 4903 -> J=0,C=3,G=9,A=4
  R2467: concat(49,05) = 4905 -> J=0,C=5,G=9,A=4
  R2468: concat(49,06) = 4906 -> J=0,C=6,G=9,A=4
  R2469: concat(49,07) = 4907 -> J=0,C=7,G=9,A=4
  R2470: concat(49,08) = 4908 -> J=0,C=8,G=9,A=4
  R2471: concat(49,10) = 4910 -> J=1,C=0,G=9,A=4
  R2472: concat(49,12) = 4912 -> J=1,C=2,G=9,A=4
  R2473: concat(49,13) = 4913 -> J=1,C=3,G=9,A=4
  R2474: concat(49,15) = 4915 -> J=1,C=5,G=9,A=4
  R2475: concat(49,16) = 4916 -> J=1,C=6,G=9,A=4
  R2476: concat(49,17) = 4917 -> J=1,C=7,G=9,A=4
  R2477: concat(49,18) = 4918 -> J=1,C=8,G=9,A=4
  R2478: concat(49,20) = 4920 -> J=2,C=0,G=9,A=4
  R2479: concat(49,21) = 4921 -> J=2,C=1,G=9,A=4
  R2480: concat(49,23) = 4923 -> J=2,C=3,G=9,A=4
  R2481: concat(49,25) = 4925 -> J=2,C=5,G=9,A=4
  R2482: concat(49,26) = 4926 -> J=2,C=6,G=9,A=4
  R2483: concat(49,27) = 4927 -> J=2,C=7,G=9,A=4
  R2484: concat(49,28) = 4928 -> J=2,C=8,G=9,A=4
  R2485: concat(49,30) = 4930 -> J=3,C=0,G=9,A=4
  R2486: concat(49,31) = 4931 -> J=3,C=1,G=9,A=4
  R2487: concat(49,32) = 4932 -> J=3,C=2,G=9,A=4
  R2488: concat(49,35) = 4935 -> J=3,C=5,G=9,A=4
  R2489: concat(49,36) = 4936 -> J=3,C=6,G=9,A=4
  R2490: concat(49,37) = 4937 -> J=3,C=7,G=9,A=4
  R2491: concat(49,38) = 4938 -> J=3,C=8,G=9,A=4
  R2492: concat(49,50) = 4950 -> J=5,C=0,G=9,A=4
  R2493: concat(49,51) = 4951 -> J=5,C=1,G=9,A=4
  R2494: concat(49,52) = 4952 -> J=5,C=2,G=9,A=4
  R2495: concat(49,53) = 4953 -> J=5,C=3,G=9,A=4
  R2496: concat(49,56) = 4956 -> J=5,C=6,G=9,A=4
  R2497: concat(49,57) = 4957 -> J=5,C=7,G=9,A=4
  R2498: concat(49,58) = 4958 -> J=5,C=8,G=9,A=4
  R2499: concat(49,60) = 4960 -> J=6,C=0,G=9,A=4
  R2500: concat(49,61) = 4961 -> J=6,C=1,G=9,A=4
  R2501: concat(49,62) = 4962 -> J=6,C=2,G=9,A=4
  R2502: concat(49,63) = 4963 -> J=6,C=3,G=9,A=4
  R2503: concat(49,65) = 4965 -> J=6,C=5,G=9,A=4
  R2504: concat(49,67) = 4967 -> J=6,C=7,G=9,A=4
  R2505: concat(49,68) = 4968 -> J=6,C=8,G=9,A=4
  R2506: concat(49,70) = 4970 -> J=7,C=0,G=9,A=4
  R2507: concat(49,71) = 4971 -> J=7,C=1,G=9,A=4
  R2508: concat(49,72) = 4972 -> J=7,C=2,G=9,A=4
  R2509: concat(49,73) = 4973 -> J=7,C=3,G=9,A=4
  R2510: concat(49,75) = 4975 -> J=7,C=5,G=9,A=4
  R2511: concat(49,76) = 4976 -> J=7,C=6,G=9,A=4
  R2512: concat(49,78) = 4978 -> J=7,C=8,G=9,A=4
  R2513: concat(49,80) = 4980 -> J=8,C=0,G=9,A=4
  R2514: concat(49,81) = 4981 -> J=8,C=1,G=9,A=4
  R2515: concat(49,82) = 4982 -> J=8,C=2,G=9,A=4
  R2516: concat(49,83) = 4983 -> J=8,C=3,G=9,A=4
  R2517: concat(49,85) = 4985 -> J=8,C=5,G=9,A=4
  R2518: concat(49,86) = 4986 -> J=8,C=6,G=9,A=4
  R2519: concat(49,87) = 4987 -> J=8,C=7,G=9,A=4
  R2520: concat(50,12) = 5012 -> J=1,C=2,G=0,A=5
  R2521: concat(50,13) = 5013 -> J=1,C=3,G=0,A=5
  R2522: concat(50,14) = 5014 -> J=1,C=4,G=0,A=5
  R2523: concat(50,16) = 5016 -> J=1,C=6,G=0,A=5
  R2524: concat(50,17) = 5017 -> J=1,C=7,G=0,A=5
  R2525: concat(50,18) = 5018 -> J=1,C=8,G=0,A=5
  R2526: concat(50,19) = 5019 -> J=1,C=9,G=0,A=5
  R2527: concat(50,21) = 5021 -> J=2,C=1,G=0,A=5
  R2528: concat(50,23) = 5023 -> J=2,C=3,G=0,A=5
  R2529: concat(50,24) = 5024 -> J=2,C=4,G=0,A=5
  R2530: concat(50,26) = 5026 -> J=2,C=6,G=0,A=5
  R2531: concat(50,27) = 5027 -> J=2,C=7,G=0,A=5
  R2532: concat(50,28) = 5028 -> J=2,C=8,G=0,A=5
  R2533: concat(50,29) = 5029 -> J=2,C=9,G=0,A=5
  R2534: concat(50,31) = 5031 -> J=3,C=1,G=0,A=5
  R2535: concat(50,32) = 5032 -> J=3,C=2,G=0,A=5
  R2536: concat(50,34) = 5034 -> J=3,C=4,G=0,A=5
  R2537: concat(50,36) = 5036 -> J=3,C=6,G=0,A=5
  R2538: concat(50,37) = 5037 -> J=3,C=7,G=0,A=5
  R2539: concat(50,38) = 5038 -> J=3,C=8,G=0,A=5
  R2540: concat(50,39) = 5039 -> J=3,C=9,G=0,A=5
  R2541: concat(50,41) = 5041 -> J=4,C=1,G=0,A=5
  R2542: concat(50,42) = 5042 -> J=4,C=2,G=0,A=5
  R2543: concat(50,43) = 5043 -> J=4,C=3,G=0,A=5
  R2544: concat(50,46) = 5046 -> J=4,C=6,G=0,A=5
  R2545: concat(50,47) = 5047 -> J=4,C=7,G=0,A=5
  R2546: concat(50,48) = 5048 -> J=4,C=8,G=0,A=5
  R2547: concat(50,49) = 5049 -> J=4,C=9,G=0,A=5
  R2548: concat(50,61) = 5061 -> J=6,C=1,G=0,A=5
  R2549: concat(50,62) = 5062 -> J=6,C=2,G=0,A=5
  R2550: concat(50,63) = 5063 -> J=6,C=3,G=0,A=5
  R2551: concat(50,64) = 5064 -> J=6,C=4,G=0,A=5
  R2552: concat(50,67) = 5067 -> J=6,C=7,G=0,A=5
  R2553: concat(50,68) = 5068 -> J=6,C=8,G=0,A=5
  R2554: concat(50,69) = 5069 -> J=6,C=9,G=0,A=5
  R2555: concat(50,71) = 5071 -> J=7,C=1,G=0,A=5
  R2556: concat(50,72) = 5072 -> J=7,C=2,G=0,A=5
  R2557: concat(50,73) = 5073 -> J=7,C=3,G=0,A=5
  R2558: concat(50,74) = 5074 -> J=7,C=4,G=0,A=5
  R2559: concat(50,76) = 5076 -> J=7,C=6,G=0,A=5
  R2560: concat(50,78) = 5078 -> J=7,C=8,G=0,A=5
  R2561: concat(50,79) = 5079 -> J=7,C=9,G=0,A=5
  R2562: concat(50,81) = 5081 -> J=8,C=1,G=0,A=5
  R2563: concat(50,82) = 5082 -> J=8,C=2,G=0,A=5
  R2564: concat(50,83) = 5083 -> J=8,C=3,G=0,A=5
  R2565: concat(50,84) = 5084 -> J=8,C=4,G=0,A=5
  R2566: concat(50,86) = 5086 -> J=8,C=6,G=0,A=5
  R2567: concat(50,87) = 5087 -> J=8,C=7,G=0,A=5
  R2568: concat(50,89) = 5089 -> J=8,C=9,G=0,A=5
  R2569: concat(50,91) = 5091 -> J=9,C=1,G=0,A=5
  R2570: concat(50,92) = 5092 -> J=9,C=2,G=0,A=5
  R2571: concat(50,93) = 5093 -> J=9,C=3,G=0,A=5
  R2572: concat(50,94) = 5094 -> J=9,C=4,G=0,A=5
  R2573: concat(50,96) = 5096 -> J=9,C=6,G=0,A=5
  R2574: concat(50,97) = 5097 -> J=9,C=7,G=0,A=5
  R2575: concat(50,98) = 5098 -> J=9,C=8,G=0,A=5
  R2576: concat(51,02) = 5102 -> J=0,C=2,G=1,A=5
  R2577: concat(51,03) = 5103 -> J=0,C=3,G=1,A=5
  R2578: concat(51,04) = 5104 -> J=0,C=4,G=1,A=5
  R2579: concat(51,06) = 5106 -> J=0,C=6,G=1,A=5
  R2580: concat(51,07) = 5107 -> J=0,C=7,G=1,A=5
  R2581: concat(51,08) = 5108 -> J=0,C=8,G=1,A=5
  R2582: concat(51,09) = 5109 -> J=0,C=9,G=1,A=5
  R2583: concat(51,20) = 5120 -> J=2,C=0,G=1,A=5
  R2584: concat(51,23) = 5123 -> J=2,C=3,G=1,A=5
  R2585: concat(51,24) = 5124 -> J=2,C=4,G=1,A=5
  R2586: concat(51,26) = 5126 -> J=2,C=6,G=1,A=5
  R2587: concat(51,27) = 5127 -> J=2,C=7,G=1,A=5
  R2588: concat(51,28) = 5128 -> J=2,C=8,G=1,A=5
  R2589: concat(51,29) = 5129 -> J=2,C=9,G=1,A=5
  R2590: concat(51,30) = 5130 -> J=3,C=0,G=1,A=5
  R2591: concat(51,32) = 5132 -> J=3,C=2,G=1,A=5
  R2592: concat(51,34) = 5134 -> J=3,C=4,G=1,A=5
  R2593: concat(51,36) = 5136 -> J=3,C=6,G=1,A=5
  R2594: concat(51,37) = 5137 -> J=3,C=7,G=1,A=5
  R2595: concat(51,38) = 5138 -> J=3,C=8,G=1,A=5
  R2596: concat(51,39) = 5139 -> J=3,C=9,G=1,A=5
  R2597: concat(51,40) = 5140 -> J=4,C=0,G=1,A=5
  R2598: concat(51,42) = 5142 -> J=4,C=2,G=1,A=5
  R2599: concat(51,43) = 5143 -> J=4,C=3,G=1,A=5
  R2600: concat(51,46) = 5146 -> J=4,C=6,G=1,A=5
  R2601: concat(51,47) = 5147 -> J=4,C=7,G=1,A=5
  R2602: concat(51,48) = 5148 -> J=4,C=8,G=1,A=5
  R2603: concat(51,49) = 5149 -> J=4,C=9,G=1,A=5
  R2604: concat(51,60) = 5160 -> J=6,C=0,G=1,A=5
  R2605: concat(51,62) = 5162 -> J=6,C=2,G=1,A=5
  R2606: concat(51,63) = 5163 -> J=6,C=3,G=1,A=5
  R2607: concat(51,64) = 5164 -> J=6,C=4,G=1,A=5
  R2608: concat(51,67) = 5167 -> J=6,C=7,G=1,A=5
  R2609: concat(51,68) = 5168 -> J=6,C=8,G=1,A=5
  R2610: concat(51,69) = 5169 -> J=6,C=9,G=1,A=5
  R2611: concat(51,70) = 5170 -> J=7,C=0,G=1,A=5
  R2612: concat(51,72) = 5172 -> J=7,C=2,G=1,A=5
  R2613: concat(51,73) = 5173 -> J=7,C=3,G=1,A=5
  R2614: concat(51,74) = 5174 -> J=7,C=4,G=1,A=5
  R2615: concat(51,76) = 5176 -> J=7,C=6,G=1,A=5
  R2616: concat(51,78) = 5178 -> J=7,C=8,G=1,A=5
  R2617: concat(51,79) = 5179 -> J=7,C=9,G=1,A=5
  R2618: concat(51,80) = 5180 -> J=8,C=0,G=1,A=5
  R2619: concat(51,82) = 5182 -> J=8,C=2,G=1,A=5
  R2620: concat(51,83) = 5183 -> J=8,C=3,G=1,A=5
  R2621: concat(51,84) = 5184 -> J=8,C=4,G=1,A=5
  R2622: concat(51,86) = 5186 -> J=8,C=6,G=1,A=5
  R2623: concat(51,87) = 5187 -> J=8,C=7,G=1,A=5
  R2624: concat(51,89) = 5189 -> J=8,C=9,G=1,A=5
  R2625: concat(51,90) = 5190 -> J=9,C=0,G=1,A=5
  R2626: concat(51,92) = 5192 -> J=9,C=2,G=1,A=5
  R2627: concat(51,93) = 5193 -> J=9,C=3,G=1,A=5
  R2628: concat(51,94) = 5194 -> J=9,C=4,G=1,A=5
  R2629: concat(51,96) = 5196 -> J=9,C=6,G=1,A=5
  R2630: concat(51,97) = 5197 -> J=9,C=7,G=1,A=5
  R2631: concat(51,98) = 5198 -> J=9,C=8,G=1,A=5
  R2632: concat(52,01) = 5201 -> J=0,C=1,G=2,A=5
  R2633: concat(52,03) = 5203 -> J=0,C=3,G=2,A=5
  R2634: concat(52,04) = 5204 -> J=0,C=4,G=2,A=5
  R2635: concat(52,06) = 5206 -> J=0,C=6,G=2,A=5
  R2636: concat(52,07) = 5207 -> J=0,C=7,G=2,A=5
  R2637: concat(52,08) = 5208 -> J=0,C=8,G=2,A=5
  R2638: concat(52,09) = 5209 -> J=0,C=9,G=2,A=5
  R2639: concat(52,10) = 5210 -> J=1,C=0,G=2,A=5
  R2640: concat(52,13) = 5213 -> J=1,C=3,G=2,A=5
  R2641: concat(52,14) = 5214 -> J=1,C=4,G=2,A=5
  R2642: concat(52,16) = 5216 -> J=1,C=6,G=2,A=5
  R2643: concat(52,17) = 5217 -> J=1,C=7,G=2,A=5
  R2644: concat(52,18) = 5218 -> J=1,C=8,G=2,A=5
  R2645: concat(52,19) = 5219 -> J=1,C=9,G=2,A=5
  R2646: concat(52,30) = 5230 -> J=3,C=0,G=2,A=5
  R2647: concat(52,31) = 5231 -> J=3,C=1,G=2,A=5
  R2648: concat(52,34) = 5234 -> J=3,C=4,G=2,A=5
  R2649: concat(52,36) = 5236 -> J=3,C=6,G=2,A=5
  R2650: concat(52,37) = 5237 -> J=3,C=7,G=2,A=5
  R2651: concat(52,38) = 5238 -> J=3,C=8,G=2,A=5
  R2652: concat(52,39) = 5239 -> J=3,C=9,G=2,A=5
  R2653: concat(52,40) = 5240 -> J=4,C=0,G=2,A=5
  R2654: concat(52,41) = 5241 -> J=4,C=1,G=2,A=5
  R2655: concat(52,43) = 5243 -> J=4,C=3,G=2,A=5
  R2656: concat(52,46) = 5246 -> J=4,C=6,G=2,A=5
  R2657: concat(52,47) = 5247 -> J=4,C=7,G=2,A=5
  R2658: concat(52,48) = 5248 -> J=4,C=8,G=2,A=5
  R2659: concat(52,49) = 5249 -> J=4,C=9,G=2,A=5
  R2660: concat(52,60) = 5260 -> J=6,C=0,G=2,A=5
  R2661: concat(52,61) = 5261 -> J=6,C=1,G=2,A=5
  R2662: concat(52,63) = 5263 -> J=6,C=3,G=2,A=5
  R2663: concat(52,64) = 5264 -> J=6,C=4,G=2,A=5
  R2664: concat(52,67) = 5267 -> J=6,C=7,G=2,A=5
  R2665: concat(52,68) = 5268 -> J=6,C=8,G=2,A=5
  R2666: concat(52,69) = 5269 -> J=6,C=9,G=2,A=5
  R2667: concat(52,70) = 5270 -> J=7,C=0,G=2,A=5
  R2668: concat(52,71) = 5271 -> J=7,C=1,G=2,A=5
  R2669: concat(52,73) = 5273 -> J=7,C=3,G=2,A=5
  R2670: concat(52,74) = 5274 -> J=7,C=4,G=2,A=5
  R2671: concat(52,76) = 5276 -> J=7,C=6,G=2,A=5
  R2672: concat(52,78) = 5278 -> J=7,C=8,G=2,A=5
  R2673: concat(52,79) = 5279 -> J=7,C=9,G=2,A=5
  R2674: concat(52,80) = 5280 -> J=8,C=0,G=2,A=5
  R2675: concat(52,81) = 5281 -> J=8,C=1,G=2,A=5
  R2676: concat(52,83) = 5283 -> J=8,C=3,G=2,A=5
  R2677: concat(52,84) = 5284 -> J=8,C=4,G=2,A=5
  R2678: concat(52,86) = 5286 -> J=8,C=6,G=2,A=5
  R2679: concat(52,87) = 5287 -> J=8,C=7,G=2,A=5
  R2680: concat(52,89) = 5289 -> J=8,C=9,G=2,A=5
  R2681: concat(52,90) = 5290 -> J=9,C=0,G=2,A=5
  R2682: concat(52,91) = 5291 -> J=9,C=1,G=2,A=5
  R2683: concat(52,93) = 5293 -> J=9,C=3,G=2,A=5
  R2684: concat(52,94) = 5294 -> J=9,C=4,G=2,A=5
  R2685: concat(52,96) = 5296 -> J=9,C=6,G=2,A=5
  R2686: concat(52,97) = 5297 -> J=9,C=7,G=2,A=5
  R2687: concat(52,98) = 5298 -> J=9,C=8,G=2,A=5
  R2688: concat(53,01) = 5301 -> J=0,C=1,G=3,A=5
  R2689: concat(53,02) = 5302 -> J=0,C=2,G=3,A=5
  R2690: concat(53,04) = 5304 -> J=0,C=4,G=3,A=5
  R2691: concat(53,06) = 5306 -> J=0,C=6,G=3,A=5
  R2692: concat(53,07) = 5307 -> J=0,C=7,G=3,A=5
  R2693: concat(53,08) = 5308 -> J=0,C=8,G=3,A=5
  R2694: concat(53,09) = 5309 -> J=0,C=9,G=3,A=5
  R2695: concat(53,10) = 5310 -> J=1,C=0,G=3,A=5
  R2696: concat(53,12) = 5312 -> J=1,C=2,G=3,A=5
  R2697: concat(53,14) = 5314 -> J=1,C=4,G=3,A=5
  R2698: concat(53,16) = 5316 -> J=1,C=6,G=3,A=5
  R2699: concat(53,17) = 5317 -> J=1,C=7,G=3,A=5
  R2700: concat(53,18) = 5318 -> J=1,C=8,G=3,A=5
  R2701: concat(53,19) = 5319 -> J=1,C=9,G=3,A=5
  R2702: concat(53,20) = 5320 -> J=2,C=0,G=3,A=5
  R2703: concat(53,21) = 5321 -> J=2,C=1,G=3,A=5
  R2704: concat(53,24) = 5324 -> J=2,C=4,G=3,A=5
  R2705: concat(53,26) = 5326 -> J=2,C=6,G=3,A=5
  R2706: concat(53,27) = 5327 -> J=2,C=7,G=3,A=5
  R2707: concat(53,28) = 5328 -> J=2,C=8,G=3,A=5
  R2708: concat(53,29) = 5329 -> J=2,C=9,G=3,A=5
  R2709: concat(53,40) = 5340 -> J=4,C=0,G=3,A=5
  R2710: concat(53,41) = 5341 -> J=4,C=1,G=3,A=5
  R2711: concat(53,42) = 5342 -> J=4,C=2,G=3,A=5
  R2712: concat(53,46) = 5346 -> J=4,C=6,G=3,A=5
  R2713: concat(53,47) = 5347 -> J=4,C=7,G=3,A=5
  R2714: concat(53,48) = 5348 -> J=4,C=8,G=3,A=5
  R2715: concat(53,49) = 5349 -> J=4,C=9,G=3,A=5
  R2716: concat(53,60) = 5360 -> J=6,C=0,G=3,A=5
  R2717: concat(53,61) = 5361 -> J=6,C=1,G=3,A=5
  R2718: concat(53,62) = 5362 -> J=6,C=2,G=3,A=5
  R2719: concat(53,64) = 5364 -> J=6,C=4,G=3,A=5
  R2720: concat(53,67) = 5367 -> J=6,C=7,G=3,A=5
  R2721: concat(53,68) = 5368 -> J=6,C=8,G=3,A=5
  R2722: concat(53,69) = 5369 -> J=6,C=9,G=3,A=5
  R2723: concat(53,70) = 5370 -> J=7,C=0,G=3,A=5
  R2724: concat(53,71) = 5371 -> J=7,C=1,G=3,A=5
  R2725: concat(53,72) = 5372 -> J=7,C=2,G=3,A=5
  R2726: concat(53,74) = 5374 -> J=7,C=4,G=3,A=5
  R2727: concat(53,76) = 5376 -> J=7,C=6,G=3,A=5
  R2728: concat(53,78) = 5378 -> J=7,C=8,G=3,A=5
  R2729: concat(53,79) = 5379 -> J=7,C=9,G=3,A=5
  R2730: concat(53,80) = 5380 -> J=8,C=0,G=3,A=5
  R2731: concat(53,81) = 5381 -> J=8,C=1,G=3,A=5
  R2732: concat(53,82) = 5382 -> J=8,C=2,G=3,A=5
  R2733: concat(53,84) = 5384 -> J=8,C=4,G=3,A=5
  R2734: concat(53,86) = 5386 -> J=8,C=6,G=3,A=5
  R2735: concat(53,87) = 5387 -> J=8,C=7,G=3,A=5
  R2736: concat(53,89) = 5389 -> J=8,C=9,G=3,A=5
  R2737: concat(53,90) = 5390 -> J=9,C=0,G=3,A=5
  R2738: concat(53,91) = 5391 -> J=9,C=1,G=3,A=5
  R2739: concat(53,92) = 5392 -> J=9,C=2,G=3,A=5
  R2740: concat(53,94) = 5394 -> J=9,C=4,G=3,A=5
  R2741: concat(53,96) = 5396 -> J=9,C=6,G=3,A=5
  R2742: concat(53,97) = 5397 -> J=9,C=7,G=3,A=5
  R2743: concat(53,98) = 5398 -> J=9,C=8,G=3,A=5
  R2744: concat(54,01) = 5401 -> J=0,C=1,G=4,A=5
  R2745: concat(54,02) = 5402 -> J=0,C=2,G=4,A=5
  R2746: concat(54,03) = 5403 -> J=0,C=3,G=4,A=5
  R2747: concat(54,06) = 5406 -> J=0,C=6,G=4,A=5
  R2748: concat(54,07) = 5407 -> J=0,C=7,G=4,A=5
  R2749: concat(54,08) = 5408 -> J=0,C=8,G=4,A=5
  R2750: concat(54,09) = 5409 -> J=0,C=9,G=4,A=5
  R2751: concat(54,10) = 5410 -> J=1,C=0,G=4,A=5
  R2752: concat(54,12) = 5412 -> J=1,C=2,G=4,A=5
  R2753: concat(54,13) = 5413 -> J=1,C=3,G=4,A=5
  R2754: concat(54,16) = 5416 -> J=1,C=6,G=4,A=5
  R2755: concat(54,17) = 5417 -> J=1,C=7,G=4,A=5
  R2756: concat(54,18) = 5418 -> J=1,C=8,G=4,A=5
  R2757: concat(54,19) = 5419 -> J=1,C=9,G=4,A=5
